Product_Name,Brand,RAM,Offer,Ratings,Selling_Price,Total,Processor_Brand,Processor
ASUS ROG Zephyrus M16 (2023) with 90WHr Battery Intel H,ASUS,32 GB,16% ,4.2,299990,359990,Intel,Intel Core i9 Processor (13th Gen)
ASUS Vivobook 14 (2023) Core i5 13th Gen ,ASUS,16 GB,20% ,4.0,63990,79990,Intel,Intel Core i5 Processor (13th Gen)
Lenovo IdeaPad Gaming 3 Intel Core i7 12th Gen ,Lenovo,16 GB,35% ,4.4,99134,153890,Intel,Intel Core i7 Processor (12th Gen)
HP Victus Gaming Ryzen 5 Hexa Core 5600H ,HP,8 GB,21% ,4.2,59990,75980,AMD,AMD Ryzen 5 Hexa Core Processor
Lenovo Slim 3 Chromebook Touch Intel Celeron Dual Core ,Lenovo,4 GB,52% ,3.7,18990,39990,Intel,Intel Celeron Dual Core Processor
Infinix Y1 Plus Neo (2023) Celeron Quad Core 11th Gen ,Infinix,4 GB,30% ,4.2,20990,29990,Intel,Intel Celeron Quad Core Processor (11th Gen)
APPLE 2022 MacBook Pro M2 ,APPLE,8 GB,7% ,4.2,137990,149900,Apple,Apple M2 Processor
DELL Alienware Core i9 12th Gen ,DELL,32 GB,13% ,4.2,304990,350628,Intel,Intel Core i9 Processor (12th Gen)
HP Chromebook MediaTek Kompanio 500 ,HP,4 GB,33% ,3.8,16990,25451,MediaTek,MediaTek MediaTek Kompanio 500 Processor
Infinix Y1 Plus Neo Intel Celeron Quad Core 11th Gen ,Infinix,8 GB,37% ,4.2,24990,39990,Intel,Intel Celeron Quad Core Processor (11th Gen)
SAMSUNG Galaxy Book 2 Core i5 12th Gen ,SAMSUNG,8 GB,19% ,4.2,54990,67990,Intel,Intel Core i5 Processor (12th Gen)
APPLE 2022 MacBook AIR M2 ,APPLE,8 GB,6% ,4.7,106990,114900,Apple,Apple M2 Processor
HP Ryzen 3 Quad Core 7320U ,HP,8 GB,18% ,3.7,38490,47207,AMD,AMD Ryzen 3 Quad Core Processor
ASUS Vivobook 14 Touchscreen Intel P,ASUS,8 GB,31% ,4.2,42990,62990,Intel,Intel Core i3 Processor (12th Gen)
HP Chromebook x360 Intel Celeron Dual Core ,HP,4 GB,44% ,4.2,17990,32295,Intel,Intel Celeron Dual Core Processor
Infinix Y1 Plus Neo Intel Celeron Quad Core 11th Gen ,Infinix,8 GB,32% ,4.1,23490,34990,Intel,Intel Celeron Quad Core Processor (11th Gen)
ASUS Zenbook 14 OLED (2023) Intel EVO P,ASUS,16 GB,21% ,4.7,94990,120990,Intel,Intel Core i5 Processor (13th Gen)
ASUS ROG Zephyrus G14 with 76WHr Battery Ryzen 7 Octa Core 6800HS ,ASUS,16 GB,29% ,4.2,124990,176990,AMD,AMD Ryzen 7 Octa Core Processor
Infinix Y1 Plus Neo (2023) Celeron Quad Core 11th Gen ,Infinix,4 GB,30% ,4.2,20990,29990,Intel,Intel Celeron Quad Core Processor (11th Gen)
Infinix Y1 Plus Neo Intel Celeron Quad Core 11th Gen ,Infinix,8 GB,37% ,4.2,24990,39990,Intel,Intel Celeron Quad Core Processor (11th Gen)
HP Pavilion x360 (2023) Intel Core i5 13th Gen ,HP,16 GB,13% ,4.2,79990,92746,Intel,Intel Core i5 Processor (13th Gen)
ASUS Vivobook 16 (2023) Ryzen 5 Hexa Core 7530U ,ASUS,8 GB,25% ,4.1,55990,74990,AMD,AMD Ryzen 5 Hexa Core Processor
HP Pavilion Intel Core i5 11th Gen ,HP,8 GB,19% ,4.2,54990,67931,Intel,Intel Core i5 Processor (11th Gen)
DELL Ryzen 3 Dual Core 3250U ,DELL,8 GB,33% ,3.7,35990,53774,AMD,AMD Ryzen 3 Dual Core Processor
Lenovo Slim 3 Chromebook Touch Intel Celeron Dual Core ,Lenovo,4 GB,52% ,3.7,18990,39990,Intel,Intel Celeron Dual Core Processor
DELL Alienware Core i9 12th Gen ,DELL,32 GB,10% ,4.2,334990,374003,Intel,Intel Core i9 Processor (12th Gen)
DELL Core i7 11th Gen ,DELL,16GB,33% ,4.0,84990,128665,Processor:,Processor: Intel i7-11800H- (2.30 GHz up to 4.60 GHz) 16MB L3
Lenovo IdeaPad Gaming 3 Intel Core i5 11th Gen ,Lenovo,8 GB,32% ,4.2,47990,70790,Intel,Intel Core i5 Processor (11th Gen)
HP Pavilion x360 (2023) Intel Core i5 13th Gen ,HP,16 GB,13% ,4.5,79990,92746,Intel,Intel Core i5 Processor (13th Gen)
HP Pavilion Aero (2023) Ryzen 5 Hexa Core 7535U ,HP,16 GB,15% ,4.3,67990,80314,AMD,AMD Ryzen 5 Hexa Core Processor
ASUS Vivobook 14 (2023) Core i3 13th Gen ,ASUS,8 GB,20% ,4.5,45990,57990,Intel,Intel Core i3 Processor (13th Gen)
ASUS Vivobook Go 14 (2023) Intel ,ASUS,8 GB,29% ,3.6,35990,50990,Intel,Intel Core i3 Processor
Lenovo IdeaPad 3 Intel Core i3 11th Gen ,Lenovo,8 GB,33% ,4.2,36950,55490,Intel,Intel Core i3 Processor (11th Gen)
Lenovo IdeaPad 3 Core i3 12th Gen ,Lenovo,8 GB,41% ,4.2,38990,66390,Intel,Intel Core i3 Processor (12th Gen)
HP Chromebook (2023) MediaTek Kompanio 1200 ,HP,8 GB,24% ,4.2,38990,51812,MediaTek,MediaTek MediaTek Kompanio 1200 Processor
Lenovo IdeaPad 3 Core i3 11th Gen ,Lenovo,8 GB,43% ,4.1,33990,60090,Intel,Intel Core i3 Processor (11th Gen)
Lenovo Ideapad Gaming 3 AMD Ryzen 7 Octa Core 5800H ,Lenovo,16 GB,43% ,4.5,65990,116090,AMD,AMD Ryzen 7 Octa Core Processor
ASUS Zenbook 14 OLED (2023) Ryzen 7 Octa Core 7730U ,ASUS,16 GB,18% ,4.8,100490,122990,AMD,AMD Ryzen 7 Octa Core Processor
APPLE 2022 MacBook AIR M2 ,APPLE,8 GB,9% ,4.8,107990,119900,Apple,Apple M2 Processor
MSI Prestige 14 Core i7 10th Gen ,MSI,16 GB,41% ,4.0,72500,123990,Intel,Intel Core i7 Processor (10th Gen)
"ASUS Vivobook 14X OLED (2023) For Creator, Intel H",ASUS,16 GB,25% ,4.2,82990,110990,Intel,Intel Core i5 Processor (13th Gen)
Lenovo IdeaPad Slim 3 Intel Core i5 11th Gen ,Lenovo,16 GB,42% ,4.2,48990,84590,Intel,Intel Core i5 Processor (11th Gen)
HP Chromebook MediaTek Kompanio 500 ,HP,4 GB,33% ,3.8,16990,25451,MediaTek,MediaTek MediaTek Kompanio 500 Processor
ASUS Vivobook 15 OLED (2022) Core i3 12th Gen ,ASUS,8 GB,23% ,4.5,50990,66990,Get,Get unparalleled power and reliability with the new Intel 12th Gen CPU
DELL Core i9 12th Gen ,DELL,16GB,26% ,4.9,138990,190052,Processor:,Processor: Intel i9-12900H (Base- 3.80 GHz & Turbo up to 5.0 GHz) 14 Cores
Lenovo IdeaPad Gaming 3 Intel Core i5 11th Gen ,Lenovo,8 GB,32% ,4.2,47990,70790,Intel,Intel Core i5 Processor (11th Gen)
Lenovo IdeaPad 3 Core i3 11th Gen ,Lenovo,8 GB,43% ,4.1,33990,60090,Intel,Intel Core i3 Processor (11th Gen)
ASUS Vivobook 15X (2023) Core i5 13th Gen ,ASUS,16 GB,19% ,4.2,64990,80990,Intel,Intel Core i5 Processor (13th Gen)
ASUS ROG Strix SCAR 16 (2023) with 90WHr Battery Intel HX,ASUS,32 GB,15% ,4.2,279990,329990,Intel,Intel Core i9 Processor (13th Gen)
HP 247 G8 Ryzen 3 Quad Core ,HP,8 GB,25% ,3.8,26990,36086,AMD,AMD Ryzen 3 Quad Core Processor
MSI Core i9 13th Gen ,MSI,64 GB,12% ,4.2,489990,559990,Intel,Intel Core i9 Processor (13th Gen)
Lenovo IdeaPad 3 Core i3 12th Gen ,Lenovo,8 GB,41% ,4.2,38990,66390,Intel,Intel Core i3 Processor (12th Gen)
Lenovo IdeaPad Slim 3 Intel Core i5 11th Gen ,Lenovo,16 GB,42% ,4.2,48990,84590,Intel,Intel Core i5 Processor (11th Gen)
DELL Ryzen 5 Hexa Core AMD R5,DELL,8 GB,33% ,4.2,66990,101448,AMD,AMD Ryzen 5 Hexa Core Processor
ASUS Vivobook 14 (2023) Core i5 13th Gen ,ASUS,16 GB,20% ,4.0,63990,79990,Intel,Intel Core i5 Processor (13th Gen)
Lenovo IdeaPad 3 Intel Core i3 11th Gen ,Lenovo,8 GB,33% ,4.2,36950,55490,Intel,Intel Core i3 Processor (11th Gen)
Lenovo Ideapad Gaming 3 Intel Core i5 11th Gen ,Lenovo,16 GB,31% ,4.2,51990,76090,Intel,Intel Core i5 Processor (11th Gen)
ASUS ROG Strix G15 Ryzen 7 Octa Core AMD R7,ASUS,16 GB,21% ,4.4,90990,115990,AMD,AMD Ryzen 7 Octa Core Processor
ASUS ROG Strix G15 (2022) Ryzen 7 Octa Core AMD R7,ASUS,16 GB,28% ,4.2,94990,132989,AMD,AMD Ryzen 7 Octa Core Processor
MSI Core i5 11th Gen ,MSI,8 GB,25% ,4.2,62990,83990,Intel,Intel Core i5 Processor (11th Gen)
ASUS Zenbook 14 OLED Touch Intel EVO P,ASUS,16 GB,21% ,5.0,89990,114990,Intel,Intel Core i5 Processor (12th Gen)
Lenovo Ideapad Gaming 3 AMD Ryzen 7 Octa Core 5800H ,Lenovo,16 GB,43% ,4.5,65990,116090,AMD,AMD Ryzen 7 Octa Core Processor
Lenovo IdeaPad 3 Intel Core i5 12th Gen ,Lenovo,16 GB,33% ,4.2,54990,82490,Intel,Intel Core i5 Processor (12th Gen)
ASUS ROG Strix G15 (2022) Ryzen 7 Octa Core AMD R7,ASUS,16 GB,31% ,4.4,87990,128990,AMD,AMD Ryzen 7 Octa Core Processor
ASUS VivoBook K15 OLED (2022) Core i3 11th Gen ,ASUS,8 GB,28% ,4.4,42450,58990,Intel,Intel Core i3 Processor (11th Gen)
Lenovo IdeaPad Slim 3 Intel Core i3 12th Gen ,Lenovo,8 GB,39% ,4.2,38990,64290,Intel,Intel Core i3 Processor (12th Gen)
Lenovo IdeaPad Gaming 3 Intel Core i5 12th Gen ,Lenovo,16 GB,28% ,4.2,65990,92290,Intel,Intel Core i5 Processor (12th Gen)
ASUS Vivobook Pro 15 OLED Core i5 12th Gen ,ASUS,16 GB,23% ,4.2,84990,110990,Intel,Intel Core i5 Processor (12th Gen)
"ASUS Zenbook S 13 OLED (2023) 1 cm Thin & 1 kg Light, Intel EVO Core i5 13th Gen ",ASUS,16 GB,22% ,4.2,104990,134990,Intel,Intel Core i5 Processor (13th Gen)
APPLE 2022 MacBook AIR M2 ,APPLE,8 GB,6% ,4.5,106990,114900,Apple,Apple M2 Processor
ASUS Vivobook 15 Core i3 11th Gen ,ASUS,8 GB,33% ,4.3,29990,44990,Intel,Intel Core i3 Processor (11th Gen)
Lenovo Slim 3 Chromebook Touch Intel Celeron Dual Core ,Lenovo,4 GB,52% ,3.7,18990,39990,Intel,Intel Celeron Dual Core Processor
Lenovo IdeaPad Gaming 3 Intel Core i5 11th Gen ,Lenovo,8 GB,32% ,4.2,47990,70790,Intel,Intel Core i5 Processor (11th Gen)
HP Omen Ryzen 7 Ryzen 7 Octa Core 6800H ,HP,16 GB,25% ,4.2,89990,121355,AMD,AMD Ryzen 7 Octa Core Processor
APPLE 2023 MacBook Pro M2 Pro ,APPLE,16 GB,7% ,5.0,248490,269900,Apple,Apple M2 Pro Processor
Infinix INBook Y1 Plus Intel Core i3 10th Gen ,Infinix,8 GB,42% ,4.2,28990,49990,Intel,Intel Core i3 Processor (10th Gen)
ASUS ROG Flow Z13 (2022) Core i7 12th Gen ,ASUS,16 GB,42% ,4.0,124990,215990,Intel,Intel Core i7 Processor (12th Gen)
Acer Predator (2023) Core i9 13th Gen ,Acer,32 GB,16% ,4.2,249990,299999,Intel,Intel Core i9 Processor (13th Gen)
Acer Aspire 3 Core i5 12th Gen ,Acer,16 GB,29% ,4.1,47990,67999,Intel,Intel Core i5 Processor (12th Gen)
MSI Core i3 13th Gen ,MSI,8 GB,25% ,4.2,43990,58990,Intel,Intel Core i3 Processor (13th Gen)
Lenovo IdeaPad 3 Intel Core i3 11th Gen ,Lenovo,8 GB,33% ,4.2,36950,55490,Intel,Intel Core i3 Processor (11th Gen)
ASUS Vivobook Go 15 (2023) Ryzen 5 Quad Core 7520U ,ASUS,8 GB,30% ,4.0,43990,62990,AMD,AMD Ryzen 5 Quad Core Processor
ASUS Touchscreen Core i3 12th Gen ,ASUS,8 GB,27% ,4.3,45980,62990,Intel,Intel Core i3 Processor (12th Gen)
Lenovo IdeaPad 3 Core i3 11th Gen ,Lenovo,8 GB,43% ,4.1,33990,60090,Intel,Intel Core i3 Processor (11th Gen)
Lenovo IdeaPad 3 Core i3 12th Gen ,Lenovo,8 GB,41% ,4.2,38990,66390,Intel,Intel Core i3 Processor (12th Gen)
APPLE 2023 MacBook Pro M2 Pro ,APPLE,16 GB,7% ,4.2,229990,249900,Apple,Apple M2 Pro Processor
HP Spectre Eyesafe Intel Evo Core i7 12th Gen ,HP,16 GB,17% ,4.7,129990,157376,Intel,Intel Core i7 Processor (12th Gen)
"ASUS Zenbook S 13 OLED (2023) 1 cm Thin & 1 kg Light, Intel EVO Core i5 13th Gen ",ASUS,16 GB,21% ,4.2,100990,128990,Intel,Intel Core i5 Processor (13th Gen)
DELL G15 Core i7 12th Gen ,DELL,16 GB,27% ,4.5,137990,189620,Intel,Intel Core i7 Processor (12th Gen)
Lenovo Ideapad Gaming 3 AMD Ryzen 7 Octa Core 5800H ,Lenovo,16 GB,43% ,4.5,65990,116090,AMD,AMD Ryzen 7 Octa Core Processor
Infinix Y1 Plus Neo (2023) Celeron Quad Core 11th Gen ,Infinix,4 GB,30% ,4.2,20990,29990,Intel,Intel Celeron Quad Core Processor (11th Gen)
Lenovo Yoga 6 AMD Ryzen 7 Octa Core 5700U ,Lenovo,16 GB,26% ,4.2,82990,113290,AMD,AMD Ryzen 7 Octa Core Processor
DELL Core i5 12th Gen ,DELL,16 GB,23% ,4.2,75990,99498,Intel,Intel Core i5 Processor (12th Gen)
Lenovo IdeaPad Gaming 3 Intel Core i5 11th Gen ,Lenovo,8 GB,32% ,4.2,47990,70790,Intel,Intel Core i5 Processor (11th Gen)
Lenovo IdeaPad 3 Core i3 11th Gen ,Lenovo,8 GB,43% ,4.1,33990,60090,Intel,Intel Core i3 Processor (11th Gen)
ASUS ROG Strix G15 (2022) with 90Whr Battery Ryzen 9 Octa Core 6900HX ,ASUS,16 GB,26% ,4.2,174990,236990,AMD,AMD Ryzen 9 Octa Core Processor
APPLE 2022 MacBook Pro M2 ,APPLE,8 GB,7% ,4.2,137990,149900,Apple,Apple M2 Processor
"ASUS Vivobook Pro 15 For Creator, Ryzen 5 Hexa Core 5600H ",ASUS,16 GB,16% ,4.3,62990,74990,AMD,AMD Ryzen 5 Hexa Core Processor
HP Core i3 11th Gen ,HP,8 GB,10% ,5.0,37400,41660,Intel,Intel Core i3 Processor (11th Gen)
Lenovo IdeaPad 3 Intel Core i3 11th Gen ,Lenovo,8 GB,33% ,4.2,36950,55490,Intel,Intel Core i3 Processor (11th Gen)
Lenovo IdeaPad 3 Core i3 12th Gen ,Lenovo,8 GB,41% ,4.1,38990,66390,Intel,Intel Core i3 Processor (12th Gen)
DELL Ryzen 5 Hexa Core 5600H ,DELL,8 GB,34% ,4.5,66990,101681,AMD,AMD Ryzen 5 Hexa Core Processor
DELL Inspiron Ryzen 7 Octa Core 5825U ,DELL,16 GB,21% ,5.0,73890,93766,AMD,AMD Ryzen 7 Octa Core Processor
Lenovo IdeaPad Slim 3 Intel Core i5 11th Gen ,Lenovo,16 GB,42% ,4.2,48990,84590,Intel,Intel Core i5 Processor (11th Gen)
Lenovo IdeaPad 3 Intel Core i5 11th Gen ,Lenovo,8 GB,30% ,4.2,44990,64290,Intel,Intel Core i5 Processor (11th Gen)
ASUS Zenbook 14 Flip Ryzen 5 Hexa Core 5600H ,ASUS,16 GB,21% ,4.8,91990,116990,AMD,AMD Ryzen 5 Hexa Core Processor
APPLE 2023 MacBook Pro M2 Pro ,APPLE,16 GB,7% ,4.2,229990,249900,Apple,Apple M2 Pro Processor
HP Envy x360 Creator Intel Evo Core i5 12th Gen ,HP,16 GB,15% ,4.4,83990,99148,Intel,Intel Core i5 Processor (12th Gen)
APPLE 2023 MacBook Pro M2 Pro ,APPLE,16 GB,7% ,4.2,248490,269900,Apple,Apple M2 Pro Processor
Lenovo Ideapad Gaming 3 Intel Core i5 11th Gen ,Lenovo,16 GB,31% ,4.2,51990,76090,Intel,Intel Core i5 Processor (11th Gen)
Lenovo Ideapad Gaming 3 AMD Ryzen 7 Octa Core 5800H ,Lenovo,16 GB,43% ,4.5,65990,116090,AMD,AMD Ryzen 7 Octa Core Processor
ASUS Vivobook 16 (2023) Ryzen 5 Hexa Core 7530U ,ASUS,16 GB,24% ,4.1,62990,82990,AMD,AMD Ryzen 5 Hexa Core Processor
HP Pavilion Intel Core i5 12th Gen ,HP,8 GB,13% ,4.3,62990,72537,Intel,Intel Core i5 Processor (12th Gen)
Lenovo IdeaPad 3 Intel Core i5 12th Gen ,Lenovo,16 GB,33% ,4.2,54990,82490,Intel,Intel Core i5 Processor (12th Gen)
Lenovo IdeaPad Slim 3 Intel Core i3 12th Gen ,Lenovo,8 GB,39% ,4.1,38990,64290,Intel,Intel Core i3 Processor (12th Gen)
Lenovo Ideapad Gaming 3 Ryzen 5 Hexa Core AMD R5,Lenovo,16 GB,39% ,4.4,62990,103490,AMD,AMD Ryzen 5 Hexa Core Processor
ASUS Vivobook Go 15 (2023) Intel 8 cores/8 Threads Core i3 ,ASUS,8 GB,37% ,4.2,36790,58990,Intel,Intel Core i3 Processor
HP Spectre Eyesafe Intel Evo Core i7 12th Gen ,HP,16 GB,17% ,4.7,129990,157376,Intel,Intel Core i7 Processor (12th Gen)
ASUS ROG Strix G15 (2022) Ryzen 7 Octa Core AMD R7,ASUS,16 GB,32% ,4.6,96156,142990,AMD,AMD Ryzen 7 Octa Core Processor
Lenovo Slim 3 Chromebook Touch Intel Celeron Dual Core ,Lenovo,4 GB,52% ,3.7,18990,39990,Intel,Intel Celeron Dual Core Processor
Infinix Y1 Plus Neo (2023) Celeron Quad Core 11th Gen ,Infinix,4 GB,30% ,4.1,20990,29990,Intel,Intel Celeron Quad Core Processor (11th Gen)
HP Omen Intel Core i9 12th Gen ,HP,32 GB,14% ,4.2,296000,344736,Intel,Intel Core i9 Processor (12th Gen)
ASUS VivoBook 14 (2022) Ryzen 5 Quad Core AMD R5,ASUS,8 GB,18% ,4.2,46990,57990,AMD,AMD Ryzen 5 Quad Core Processor
HP Chromebook MediaTek Kompanio 500 ,HP,4 GB,33% ,3.8,16990,25451,MediaTek,MediaTek MediaTek Kompanio 500 Processor
Infinix Y1 Plus Neo Intel Celeron Quad Core 11th Gen ,Infinix,8 GB,37% ,4.2,24990,39990,Intel,Intel Celeron Quad Core Processor (11th Gen)
APPLE 2021 Macbook Pro M1 Pro ,APPLE,16 GB,6% ,4.2,243990,259900,Apple,Apple M1 Pro Processor
ASUS ROG Strix SCAR 15 Core i9 12th Gen ,ASUS,32 GB,33% ,4.2,241990,362990,Intel,Intel Core i9 Processor (12th Gen)
MSI Core i7 12th Gen ,MSI,8 GB,25% ,4.2,79990,107990,Intel,Intel Core i7 Processor (12th Gen)
HP Pavilion x360 Core i5 12th Gen ,HP,16 GB,17% ,4.4,69980,84834,Intel,Intel Core i5 Processor (12th Gen)
HP Chromebook x360 Intel Celeron Dual Core ,HP,4 GB,44% ,4.2,17990,32295,Intel,Intel Celeron Dual Core Processor
Infinix Y1 Plus Neo Intel Celeron Quad Core 11th Gen ,Infinix,8 GB,32% ,4.1,23490,34990,Intel,Intel Celeron Quad Core Processor (11th Gen)
MSI Stealth GS66 Core i7 12th Gen ,MSI,32 GB,12% ,4.2,275990,313990,Intel,Intel Core i7 Processor (12th Gen)
DELL Inspiron Ryzen 5 Hexa Core 5625U ,DELL,8GB,38% ,4.2,39990,64981,Processor:,Processor: Ryzen R5-5625U (Base- 2.30 GHz & Turbo up to 4.30 GHz) 6 Cores
Infinix Y1 Plus Neo (2023) Celeron Quad Core 11th Gen ,Infinix,4 GB,30% ,4.1,20990,29990,Intel,Intel Celeron Quad Core Processor (11th Gen)
Infinix Y1 Plus Neo Intel Celeron Quad Core 11th Gen ,Infinix,8 GB,37% ,4.2,24990,39990,Intel,Intel Celeron Quad Core Processor (11th Gen)
ASUS Vivobook Pro 15 Ryzen 7 Octa Core 5800H ,ASUS,16 GB,12% ,4.2,75990,86990,AMD,AMD Ryzen 7 Octa Core Processor
HP 15s Intel Core i5 11th Gen ,HP,8 GB,20% ,4.3,55490,70171,Intel,Intel Core i5 Processor (11th Gen)
ASUS ROG Zephyrus G15 (2022) with 90Whr Battery Ryzen 9 Octa Core 6900HS ,ASUS,16 GB,25% ,4.2,189990,254990,AMD,AMD Ryzen 9 Octa Core Processor
HP Pavilion Ryzen 5 Hexa Core 5500U ,HP,16 GB,13% ,4.2,64700,74839,AMD,AMD Ryzen 5 Hexa Core Processor
Lenovo Slim 3 Chromebook Touch Intel Celeron Dual Core ,Lenovo,4 GB,52% ,3.7,18990,39990,Intel,Intel Celeron Dual Core Processor
ASUS Zenbook 14 OLED (2023) Intel EVO P,ASUS,16 GB,18% ,5.0,117990,144990,Intel,Intel Core i7 Processor (13th Gen)
DELL Ryzen 9 Octa Core 6900HX ,DELL,16 GB,28% ,4.2,136990,190925,AMD,AMD Ryzen 9 Octa Core Processor
Lenovo IdeaPad Gaming 3 Intel Core i5 11th Gen ,Lenovo,8 GB,32% ,4.2,47990,70790,Intel,Intel Core i5 Processor (11th Gen)
Lenovo Ryzen 7 Octa Core 5800H ,Lenovo,16 GB,27% ,4.2,134990,186090,AMD,AMD Ryzen 7 Octa Core Processor
DELL Ryzen 7 Octa Core 6800H ,DELL,16 GB,28% ,4.2,146990,206581,AMD,AMD Ryzen 7 Octa Core Processor
APPLE 2022 MacBook AIR M2 ,APPLE,8 GB,7% ,4.7,137990,149900,Apple,Apple M2 Processor
ASUS ROG Zephyrus Duo 16 (2022) Dual Screen Laptop with 90Whr Battery Ryzen 7 Octa Core 6800H ,ASUS,32 GB,32% ,4.2,202491,298990,AMD,AMD Ryzen 7 Octa Core Processor
Lenovo IdeaPad 3 Intel Core i3 11th Gen ,Lenovo,8 GB,33% ,4.2,36950,55490,Intel,Intel Core i3 Processor (11th Gen)
Lenovo IdeaPad 3 Core i3 11th Gen ,Lenovo,8 GB,43% ,4.1,33990,60090,Intel,Intel Core i3 Processor (11th Gen)
HP 15s (2023) Intel Core i5 12th Gen ,HP,8 GB,23% ,4.2,53990,70822,Intel,Intel Core i5 Processor (12th Gen)
"ASUS Zenbook S 13 OLED (2023) 1 cm Thin & 1 kg Light, Intel EVO Core i7 13th Gen ",ASUS,16 GB,18% ,4.2,124990,152990,Intel,Intel Core i7 Processor (13th Gen)
Infinix Y1 Plus Neo (2023) Celeron Quad Core 11th Gen ,Infinix,4 GB,30% ,4.1,20990,29990,Intel,Intel Celeron Quad Core Processor (11th Gen)
Lenovo Ideapad Gaming 3 AMD Ryzen 7 Octa Core 5800H ,Lenovo,16 GB,43% ,4.5,65990,116090,AMD,AMD Ryzen 7 Octa Core Processor
APPLE 2022 MacBook AIR M2 ,APPLE,8 GB,7% ,4.4,137990,149900,Apple,Apple M2 Processor
ASUS Vivobook 15 Core i3 10th Gen ,ASUS,8 GB,25% ,4.2,32990,43990,Intel,Intel Core i3 Processor (10th Gen)
HP 15s (2023) Ryzen 5 Quad Core 7520U ,HP,16 GB,15% ,4.2,50990,60248,AMD,AMD Ryzen 5 Quad Core Processor
ASUS Core i5 13th Gen ,ASUS,16 GB,36% ,4.2,63180,99500,Intel,Intel Core i5 Processor (13th Gen)
Lenovo IdeaPad 3 Core i3 12th Gen ,Lenovo,8 GB,41% ,4.2,38990,66390,Intel,Intel Core i3 Processor (12th Gen)
Lenovo IdeaPad Slim 3 Intel Core i5 11th Gen ,Lenovo,16 GB,42% ,4.2,48990,84590,Intel,Intel Core i5 Processor (11th Gen)
ASUS TUF Gaming F17 Intel H,ASUS,8 GB,23% ,4.6,59990,77990,Intel,Intel Core i5 Processor (11th Gen)
Lenovo IdeaPad Slim 5 Intel Core i5 12th Gen ,Lenovo,16 GB,33% ,3.5,64990,97890,Intel,Intel Core i5 Processor (12th Gen)
Lenovo IdeaPad Gaming 3 Intel Core i5 11th Gen ,Lenovo,8 GB,32% ,4.2,47990,70790,Intel,Intel Core i5 Processor (11th Gen)
Lenovo IdeaPad 3 Core i3 11th Gen ,Lenovo,8 GB,43% ,4.1,33990,60090,Intel,Intel Core i3 Processor (11th Gen)
DELL Ryzen 3 Quad Core 5425U ,DELL,8 GB,18% ,4.3,40990,49990,AMD,AMD Ryzen 3 Quad Core Processor
HP (2023) Intel 12th Gen N305 Core i3 ,HP,8 GB,21% ,4.2,39990,51134,Intel,Intel Core i3 Processor
ASUS ROG Strix Scar 15 (2022) Core i9 12th Gen ,ASUS,32 GB,19% ,4.6,224990,278990,Intel,Intel Core i9 Processor (12th Gen)
ASUS ROG Zephyrus Duo 16 (2022) Dual Screen Laptop with 90Whr Battery Ryzen 7 Octa Core 6800H ,ASUS,32 GB,32% ,4.2,202491,299990,AMD,AMD Ryzen 7 Octa Core Processor
Lenovo IdeaPad 3 Intel Core i3 11th Gen ,Lenovo,8 GB,33% ,4.2,36950,55490,Intel,Intel Core i3 Processor (11th Gen)
Lenovo IdeaPad 3 Core i3 12th Gen ,Lenovo,8 GB,41% ,4.2,38990,66390,Intel,Intel Core i3 Processor (12th Gen)
MSI Core i5 11th Gen ,MSI,16 GB,21% ,4.2,63990,81990,Intel,Intel Core i5 Processor (11th Gen)
DELL Inspiron Core i5 11th Gen ,DELL,16 GB,45% ,4.3,49890,90783,Intel,Intel Core i5 Processor (11th Gen)
Lenovo IdeaPad Slim 3 Intel Core i5 11th Gen ,Lenovo,16 GB,42% ,4.2,48990,84590,Intel,Intel Core i5 Processor (11th Gen)
Lenovo IdeaPad Slim 3 Intel Core i3 12th Gen ,Lenovo,8 GB,39% ,4.2,38990,64290,Intel,Intel Core i3 Processor (12th Gen)
ASUS Core i5 10th Gen ,ASUS,8 GB,20% ,4.2,51990,64990,Intel,Intel Core i5 Processor (10th Gen)
ASUS ROG Strix G15 (2022) with 90Whr Battery Ryzen 9 Octa Core 6900HX ,ASUS,16 GB,25% ,4.2,177990,239990,AMD,AMD Ryzen 9 Octa Core Processor
APPLE 2022 MacBook Pro M2 ,APPLE,8 GB,7% ,4.5,119990,129900,Apple,Apple M2 Processor
MSI Core i7 13th Gen ,MSI,16 GB,19% ,4.2,279990,347990,Intel,Intel Core i7 Processor (13th Gen)
Lenovo IdeaPad 3 Intel Core i5 11th Gen ,Lenovo,8 GB,30% ,4.2,44990,64290,Intel,Intel Core i5 Processor (11th Gen)
Lenovo Ideapad Gaming 3 Intel Core i5 11th Gen ,Lenovo,16 GB,31% ,4.2,51990,76090,Intel,Intel Core i5 Processor (11th Gen)
ASUS VivoBook 15 (2021) Core i5 10th Gen ,ASUS,8 GB,29% ,4.3,45990,64990,Intel,Intel Core i5 Processor (10th Gen)
MSI Core i7 13th Gen ,MSI,16 GB,14% ,4.2,139990,162990,Intel,Intel Core i7 Processor (13th Gen)
Lenovo Ideapad Gaming 3 AMD Ryzen 7 Octa Core 5800H ,Lenovo,16 GB,43% ,4.5,65990,116090,AMD,AMD Ryzen 7 Octa Core Processor
Lenovo IdeaPad 3 Intel Core i5 12th Gen ,Lenovo,16 GB,33% ,4.2,54990,82490,Intel,Intel Core i5 Processor (12th Gen)
